age,artist,designer,dominio,imagem,mecanicas,media,notaRank,notas,numOfPlayers,position,timeOfPlay,title,year
 13 + ,"Keith Curtis,Ollin Timm,Agnieszka Dabrowiecka",Ted Alspach,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3463_t.jpg,"Colocação de Peças,Colecionar Componentes,Construção a partir de Modelo,Seleção de Cartas",8.07,7.82,245,1 a 4 jogadores ,296º,90 min,Castles of Mad King Ludwig, (2014)
 8 + ,"Julien Delval,Martin Hoffmann,Alexander Jung,Matthias Catrein,Lars-Arne ,Ryan Laukat,Harald Lieske,Dennis Lohausen,Michael Menzel,Marcel-André Casasola Merkle,Claus Stephan,Christof Tisch,Franz Vohwinkel",Donald X. Vaccarino,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/505_t.jpg,"Gestão de Mão,Construção de Baralho/Peças,Seleção de Cartas",8.33,7.89,145,2 a 4 jogadores ,241º,30 min,Dominion: Intrigue, (2009)
 12 + ,Andreas Resch,Andreas Steding,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/17987_t.jpg,"Ação / Movimento Programado,Alocação de Trabalhadores,Apostas,Colecionar Componentes,Construção de Baralho/Peças,Gestão de Mão,Dedução",8.09,7.82,222,1 a 5 jogadores ,295º,90 min,Gùgōng, (2018)
 14 + ,"Nicolas Caniaux,Stéphane Poinsot,Arnaud Simon-Laforet","Laurent Lavaur,Eric Randall",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/89_t.jpg,"Rolagem de Dados,Rolar e Mover,Force sua sorte,Eliminação de Jogadores,Simulação,Movimento Ponto-a-Ponto",7.97,7.82,384,2 a 10 jogadores ,297º,60 min,Formula D, (2008)
 10 + ,Dominik Mayer,Benjamin Schwer,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/22024_t.jpg,"Colecionar Componentes,Ação Simultânea",8.28,7.90,167,2 a 5 jogadores ,239º,60 min,Hadara, (2019)
 13 + ,,Guilherme Borges,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/24780_t.jpg,"Ação Simultânea,Controle/Influência de Área,Movimento Ponto-a-Ponto,Seleção de Cartas,Toma essa,Dedução",9.36,7.80,39,2 a 5 jogadores ,299º,45 min,Pixadores, (2021)
 14 + ,"Ervin,Sabrina Tobal","Roberto Fraga,Yohan Lemonnier",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/10990_t.jpg,"Jogo em Equipe,Movimento em Grades,Posicionamento Secreto,Dedução,Tempo real,Desenhar Rota com Lápis",8.08,7.82,231,2 a 8 jogadores ,291º,60 min,Captain Sonar, (2016)
 12 + ,Dennis Lohausen,Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10801_t.jpg,"Pegar e Entregar,Rolagem de Dados,Tabuleiro Modular,Movimento em Grades",8.26,7.82,137,2 a 4 jogadores ,292º,100 min,The Oracle of Delphi, (2016)
 10 + ,"Cyrille Daujean,Julien Delval",Alan R. Moon,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10799_t.jpg,"Gestão de Mão,Colecionar Componentes,Construção de Rotas,Seleção de Cartas,Construção de Baralho/Peças",8.65,7.90,86,2 a 5 jogadores ,237º,90 min,Ticket to Ride: Rails & Sails, (2016)
 7 + ,Matthew Inman,"Elan Lee,Shane Small,Matthew Inman",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/7007_t.jpg,"Force sua sorte,Colecionar Componentes,Eliminação de Jogadores,Gestão de Mão,Toma essa",7.83,7.71,499,2 a 5 jogadores ,350º,20 min,Exploding Kittens, (2015)
 10 + ,Elk64,"Bruno Cathala,Charles Chevallier",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/11048_t.jpg,"Gestão de Mão,Colecionar Componentes,Force sua sorte,Seleção de Cartas,Colocação de Peças,Posicionamento Secreto",8.03,7.88,437,2 a 4 jogadores ,246º,45 min,Kanagawa, (2016)
 14 + ,Jean-Marie Minguez,Serge Laget,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7748_t.jpg,"Colecionar Componentes,Controle/Influência de Área,Jogadores com Diferentes Habilidades,Negociação,Rolagem de Dados",8.37,7.82,110,3 a 5 jogadores ,293º,120 min,Mare Nostrum: Empires, (2016)
 12 + ,,Alex Davy,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/14946_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades,Rolagem de Dados,Ação / Movimento Programado,Cerco de Área,Eliminação de Jogadores",8.70,7.82,69,2 jogadores ,294º,120 min,Star Wars: Legion, (2018)
 12 + ,Dennis Lohausen,Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5695_t.jpg,"Alocação de Trabalhadores,Controle/Influência de Área,Tabuleiro Modular",8.09,7.72,156,2 a 4 jogadores ,349º,100 min,AquaSphere, (2014)
 12 + ,,Adam Kwapiński,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15490_t.jpg,"Cooperativo,Jogo em Equipe,Rolagem de Dados,Tabuleiro Modular,Blefe",8.06,7.72,168,1 a 5 jogadores ,347º,180 min,Nemesis, (2018)
 14 + ,Mike Atkinson,Martin Wallace,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15814_t.jpg,"Gestão de Mão,Construção de Baralho/Peças,Seleção de Cartas",8.29,7.72,102,2 a 4 jogadores ,348º,75 min,London (Second Edition), (2017)
 10 + ,Michael Menzel,"Andreas Seyfarth,Karen Seyfarth",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1060_t.jpg,"Gestão de Mão,Colecionar Componentes,Construção de Rotas,Seleção de Cartas",7.99,7.72,214,2 a 4 jogadores ,345º,60 min,Thurn and Taxis, (2006)
 14 + ,"Jordi Valbuena,Ian Parovel",Christophe Raimbault,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/5779_t.jpg,"Ação / Movimento Programado,Jogadores com Diferentes Habilidades,Gestão de Mão,Memória,Toma essa,Dedução,Ordem de Fases Variável",7.91,7.82,714,2 a 6 jogadores ,290º,40 min,Colt Express, (2014)
 8 + ,"Georges Bouchelaghem,Kieran Yanner",Eric Zimmerman,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1592_t.jpg,"Controle/Influência de Área,Jogadores com Diferentes Habilidades,Movimento em Grades,Rolagem de Dados,Tabuleiro Modular",8.10,7.72,155,2 a 4 jogadores ,343º,30 min,Quantum, (2013)
 12 + ,"Guilherme Rodrigues Soares,Jonatas Bermudes,Alexander Francisco","Thiago Mello,Roice Mello,Ney Alencar",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/14230_t.jpg,"Ação / Movimento Programado,Construção de Baralho/Peças,Gestão de Mão,Pegar e Entregar,Rolagem de Dados,Tabuleiro Modular",8.60,7.66,59,2 a 4 jogadores ,399º,90 min,Pélaghos, (2018)
 14 + ,Arthur Mask,Daniel Alves,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/10861_t.jpg,"Rolagem de Dados,Colecionar Componentes,Controle/Influência de Área",8.01,7.72,203,2 a 4 jogadores ,344º,60 min,Sonhando com Alice, (2016)
 10 + ,"Harald Lieske,Marcel-André Casasola Merkle",Friedemann Friese,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/544_t.jpg,"Gestão de Mão,Construção de Baralho/Peças",7.91,7.66,223,1 jogadores ,400º,25 min,Friday, (2011)
 12 + ,Michael Menzel,"Michael Kiesling,Wolfgang Kramer",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7824_t.jpg,"Alocação de Trabalhadores,Controle/Influência de Área,Colecionar Componentes,Movimento de Área,Seleção de Cartas",8.34,7.66,82,2 a 4 jogadores ,395º,120 min,Porta Nigra, (2015)
 13 + ,Matthias Catrein,Mac Gerdts,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/653_t.jpg,"Especulação Financeira,Controle/Influência de Área,Movimento de Área,Ordem de Fases Variável,Mercado de Ações",8.40,7.66,76,2 a 6 jogadores ,394º,120 min,Imperial, (2006)
 14 + ,Vincent Dutrait,Cédrick Chaboussit,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7606_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Construção de Baralho/Peças,Rolagem de Dados",7.87,7.66,262,2 a 4 jogadores ,396º,60 min,Discoveries, (2015)
 13 + ,Arnaud Demaegd,Yoann Levet,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/338_t.jpg,"Colocação de Peças,Alocação de Trabalhadores,Sistema de Pontos de Ação,Movimento de Área,Rolagem de Dados",8.03,7.66,153,2 a 4 jogadores ,393º,90 min,Myrmes, (2012)
 8 + ,Mathieu Leyssenne,"Malcolm Braff,Bruno Cathala,Sébastien Pauchon",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/790_t.jpg,"Ação Simultânea,Rolagem de Dados,Gestão de Mão",7.78,7.66,476,2 a 6 jogadores ,397º,45 min,Jamaica, (2007)
 14 + ,"Xavier Gueniffey Durin,Stéphane Gantiez",Régis Bonnessée,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/371_t.jpg,"Rolagem de Dados,Seleção de Cartas,Gestão de Mão,Toma essa",7.90,7.66,234,2 a 4 jogadores ,392º,60 min,Seasons, (2012)
 10 + ,"David Cherry,Dominique Ehrhard,Franz Vohwinkel,Vincent Dutrait",Reiner Knizia,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/4861_t.jpg,"Colecionar Componentes,Leilão,Force sua sorte",7.92,7.66,221,2 a 6 jogadores ,391º,45 min,Medici, (1995)
 10 + ,Harald Lieske,Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1264_t.jpg,"Gestão de Mão,Movimento Ponto-a-Ponto,Seleção de Cartas,Tabuleiro Modular",8.00,7.67,170,2 a 5 jogadores ,389º,75 min,Notre Dame, (2007)
 10 + ,"Daniel Lustosa,Lucas Ribeiro,Marcelo Groo","Fel Barros,Sheamus Parkes",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/20268_t.jpg,"Gestão de Mão,Toma essa",7.92,7.66,209,2 a 4 jogadores ,398º,45 min,Encantados - Segunda Edição, (2018)
 14 + ,Fábio Arraes,"Fábio Arraes,Bruno Viana",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/20182_t.jpg,"Seleção de Cartas,Movimento em Grades,Toma essa,Jogadores com Diferentes Habilidades",8.47,7.73,78,3 a 6 jogadores ,341º,45 min,Zurvivors, (2019)
 14 + ,"Daniel Alves,Zarnala,Andrew Ryan,John Lee (LeeJJ),Xia Taptara",Daniel Alves,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6523_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Construção a partir de Modelo,Jogadores com Diferentes Habilidades",7.96,7.72,243,2 a 4 jogadores ,346º,90 min,Caçadores da Galáxia, (2015)
 8 + ,"Oliver Freudenreich,Atelier Löwentor,Dennis Lohausen",Thorsten Gimmler,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/1813_t.jpg,"Colecionar Componentes,Leilão,Force sua sorte,Blefe,Gestão de Mão,Seleção de Cartas",7.83,7.72,548,3 a 7 jogadores ,342º,20 min,No Thanks!, (2004)
 14 + ,Marc Margielsky,Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10167_t.jpg,"Apostas,Colecionar Componentes,Seleção de Cartas,Alocação de Trabalhadores,Leilão,Blefe",7.69,7.60,605,2 a 5 jogadores ,448º,90 min,Jórvík, (2016)
 14 + ,"Daniel Alves,Zarnala,Andrew Ryan,John Lee (LeeJJ),Xia Taptara",Daniel Alves,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/12184_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Construção a partir de Modelo,Jogadores com Diferentes Habilidades",7.99,7.60,137,2 a 4 jogadores ,446º,90 min,Caçadores da Galáxia (Edição de Colecionador), (2015)
 12 + ,Pedro Soto,Perepau LListosella,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15439_t.jpg,"Colecionar Componentes,Mercado de Ações",7.94,7.67,204,2 a 5 jogadores ,390º,60 min,1920 Wall Street, (2017)
 12 + ,"Jesper Ejsing,Jason Engle,Andrew Hou,Warren Mahy,Wayne Reynolds,Keven Smith","Rob Heinsoo,Peter Lee,Mike Mearls,Bill Slavicsek",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/555_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Rolagem de Dados,RPG,Tabuleiro Modular",7.85,7.60,212,1 a 5 jogadores ,445º,60 min,Dungeons & Dragons: Castle Ravenloft Board Game, (2010)
 12 + ,Chris Clor,"Bartosz Pluta,Artur Salwarowski",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15792_t.jpg,"Alocação de Trabalhadores,Cooperativo,Simulação,Sistema de Pontos de Ação,Tempo real,Jogadores com Diferentes Habilidades",8.52,7.67,66,1 a 4 jogadores ,388º,240 min,UBOOT: The Board Game, (2019)
 14 + ,Vinícius Teixeira,"Pedro Sales,Renato Simões",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/13398_t.jpg,"Colecionar Componentes,Gestão de Mão,Toma essa",7.76,7.60,330,2 a 6 jogadores ,443º,30 min,Piratas! - 2ª Edição, (2017)
 10 + ,"Michaela Kienle,Fabio Maiorana,Simone Peruzzi,Nick Whyles",Reiner Knizia,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/682_t.jpg,"Colocação de Peças,Construção a partir de Modelo",7.80,7.60,277,2 a 4 jogadores ,442º,45 min,Ingenious, (2004)
 12 + ,"Kerem Beyit,Daarken,Jason Engle,Dan Scott,Ben Wootten","Chris Dupuis,Peter Lee,Kevin Tatroe,Rodney Thompson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/75_t.jpg,"Gestão de Mão,Campanha/ Batalhas Dirigidas por Cartas,Jogadores com Diferentes Habilidades,Movimento de Área",8.21,7.60,88,2 a 4 jogadores ,449º,90 min,Dungeon Command: Sting of Lolth, (2012)
 14 + ,"Vincent Boulanger,Ismaël Pommaz,Chris Quilliams",Christophe Boelinger,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/219_t.jpg,"Colocação de Peças,Negociação,Controle/Influência de Área,Especulação Financeira,Leilão,Tabuleiro Modular,Sistema de Pontos de Ação",8.04,7.60,121,2 a 5 jogadores ,444º,120 min,Archipelago, (2012)
 12 + ,"Kevin Childress,Andrew Navaro,Scott Nicely,Brian Schomburg","Corey Konieczka,Christian T. Petersen",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/43_t.jpg,"Campanha/ Batalhas Dirigidas por Cartas,Construção de Baralho/Peças,Controle/Influência de Área,Jogadores com Diferentes Habilidades,Movimento de Área,Tabuleiro Modular",8.20,7.60,89,2 a 6 jogadores ,447º,180 min,StarCraft: The Board Game, (2007)
 14 + ,Lukas Siegmon,Uwe Rosenberg,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/16607_t.jpg,Alocação de Trabalhadores,7.89,7.61,194,1 a 4 jogadores ,437º,60 min,Reykholt, (2018)
 10 + ,"C. B. Canga,Tyler Edlin",Matt Leacock,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/464_t.jpg,"Colecionar Componentes,Cooperativo,Tabuleiro Modular",7.80,7.60,269,2 a 5 jogadores ,440º,45 min,Forbidden Desert, (2013)
 11 + ,"Catherine Hamilton,John Ariosa,Giorgio De Michele,Kurt Miller,Jacoby O'Connor","Dominic Crapuchettes,Dmitry Knorre,Sergey Machin",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/4002_t.jpg,"Gestão de Mão,Ação Simultânea,Force sua sorte,Posicionamento Secreto,Simulação,Dedução,Seleção de Cartas,Toma essa",7.96,7.59,148,2 a 6 jogadores ,450º,60 min,Evolution, (2014)
 8 + ,"Allison Litchfield,Vincent Dutrait,Felideus Bubastis",,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8047_t.jpg,"Force sua sorte,Toma essa,Jogadores com Diferentes Habilidades,Colecionar Componentes,Seleção de Cartas",7.71,7.61,545,2 a 4 jogadores ,438º,15 min,Dead Man's Draw, (2015)
 12 + ,Franz Vohwinkel,Andreas Steiger,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/403_t.jpg,"Colecionar Componentes,Alocação de Trabalhadores,Negociação,Tabuleiro Modular",8.10,7.61,111,2 jogadores ,436º,60 min,Targi, (2012)
 12 + ,"Bianca Targão,Diego Sanchez",Nicholas Paschalis,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/9758_t.jpg,"Alocação de Trabalhadores,Ação / Movimento Programado,Rolagem de Dados,Sistema de Pontos de Ação",7.71,7.52,281,2 a 4 jogadores ,500º,70 min,Blacksmith Brothers, (2016)
 12 + ,"Julien Delval,Harald Lieske",Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/9788_t.jpg,Gestão de Mão,7.90,7.53,137,2 a 4 jogadores ,497º,45 min,The Castles of Burgundy: The Card Game, (2016)
 12 + ,"Ben Goldman,Catherine Hamilton,Jacoby O'Connor","Dominic Crapuchettes,Dmitry Knorre,Sergey Machin",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10037_t.jpg,"Gestão de Mão,Force sua sorte,Posicionamento Secreto,Simulação,Seleção de Cartas",8.23,7.53,74,2 a 6 jogadores ,496º,75 min,Evolution: Climate, (2016)
 13 + ,Mad4GameStyle,"Andrea Chiarvesio,Luca Iennaco",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/93_t.jpg,"Alocação de Trabalhadores,Rolagem de Dados",7.73,7.53,246,2 a 5 jogadores ,499º,90 min,Kingsburg, (2007)
 10 + ,Michael Menzel,Günter Burkhardt,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/11559_t.jpg,"Ação / Movimento Programado,Colecionar Componentes,Controle/Influência de Área,Gestão de Mão",8.10,7.53,91,2 a 4 jogadores ,495º,60 min,Ulm, (2016)
 10 + ,Harald Lieske,Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/14489_t.jpg,"Controle/Influência de Área,Movimento Ponto-a-Ponto,Seleção de Cartas",8.29,7.53,68,2 a 5 jogadores ,493º,75 min,Notre Dame: 10th Anniversary, (2017)
 8 + ,Gus Batts,"Ted Alspach,Akihisa Okui",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/2056_t.jpg,"Jogadores com Diferentes Habilidades,RPG,Votação,Blefe,Dedução",7.84,7.54,170,3 a 10 jogadores ,492º,10 min,One Night Ultimate Werewolf, (2014)
 12 + ,"Vito Gesualdi,Antonis Papantoniou","Robert Dougherty,Darwin Kastle",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10786_t.jpg,"Construção de Baralho/Peças,Gestão de Mão,Seleção de Cartas",8.20,7.60,91,1 a 4 jogadores ,441º,30 min,Hero Realms, (2016)
 13 + ,Mariano Iannelli,Vital Lacerda,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/720_t.jpg,"Alocação de Trabalhadores,Controle/Influência de Área",8.15,7.47,73,2 a 4 jogadores ,550º,135 min,Vinhos, (2010)
 14 + ,,"Bruno Cathala,Bruno Faidutti",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7519_t.jpg,"Ação Simultânea,Gestão de Mão,Controle/Influência de Área",7.88,7.54,152,2 a 6 jogadores ,491º,90 min,Mission: Red Planet (Second Edition), (2015)
 13 + ,"Rob Alexander,Doug Alexander,Edward Beard, Jr.,Stuart Beel,Melissa Benson,John Bolton,Steve Casper,Mike Dringenberg,Richard Kane Ferguson,Sandra Garavito,Daniel Gelon,D. Alexander Gregory,Quinton Hoover,Heather Kreiter,Brian LeBlanc,Anson Maddocks,Harold Arthur McNeill,Ken Meyer, Jr.,Monte Moore,Terese Nielsen,Mark Poole,Steve Prescott,Gines Quinonero,Alan Rabinowitz,David Roach,Christopher Rush,Christopher Shy,Larry Snelly,Ron Spencer,Mark Tedin,Richard Thomas (I),Drew Tucker,Pete Venters,Tom Wänerstrand,Michael Weaver,Lawrence A. Williams","Richard Garfield,Robert Goudie,L. Scott Johnson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1301_t.jpg,"Gestão de Mão,Votação,Construção de Baralho/Peças,Eliminação de Jogadores,Blefe,Negociação",8.34,7.54,65,2 a 5 jogadores ,490º,120 min,Vampire: The Eternal Struggle, (1994)
 13 + ,"John Howe,Francesco Mattioli","Marco Maggi,Gabriele Mari,Francesco Nepitello",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/13140_t.jpg,"Movimento Ponto-a-Ponto,Posicionamento Secreto",8.28,7.53,68,2 a 5 jogadores ,498º,180 min,Hunt for the Ring, (2017)
 14 + ,"Lamberto Azzariti,Guido Favaro,Eva Villa",Mario Papini,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/22192_t.jpg,"Ação / Movimento Programado,Colocação de Peças,Sistema de Pontos de Ação",8.69,7.48,41,2 a 5 jogadores ,548º,120 min,De Vulgari Eloquentia: Deluxe Edition, (2019)
 12 + ,"Ryan Barger,Felicia Cano,Sabe Lewellen,Andrew Navaro,Dimitri Patelis,Brian Schomburg,Wil Springer","Bill Eberle,Jack Kittredge,Bill Norton,Peter Olotka,Kevin Wilson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/84_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades,Jogo em Equipe,Toma essa,Blefe,Negociação",7.76,7.53,227,3 a 5 jogadores ,494º,60 min,Cosmic Encounter, (2008)
 14 + ,Matt Paquette,Elizabeth Hargrave,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/24014_t.jpg,"Colecionar Componentes,Movimento em Grades,Movimento Ponto-a-Ponto",8.36,7.61,72,2 a 5 jogadores ,439º,75 min,Mariposas, (2020)
 8 + ,"Steve Finn,David Palumbo",Steve Finn,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1851_t.jpg,"Gestão de Mão,Colecionar Componentes,Leilão,Seleção de Cartas,Force sua sorte",7.72,7.48,201,2 a 4 jogadores ,549º,30 min,Biblios, (2007)
 12 + ,"Daarken,Chris Dien,John Gravato,John Howe,Michael Komarck,Sedone Thongvilay","Reiner Knizia,Eric M. Lang,Christian T. Petersen",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1369_t.jpg,"Ação Simultânea,Gestão de Mão,Jogadores com Diferentes Habilidades,Movimento de Área,Posicionamento Secreto,Blefe,Dedução",7.69,7.48,237,2 jogadores ,543º,30 min,Lord of the Rings: The Confrontation (Deluxe Edition), (2006)
